성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
남성,32,158,81,32.4,비만 2단계,4,채식
남성,12,174,90,29.7,비만 1단계,3,단백질식
남성,34,170,85,29.4,비만 1단계,3,저염식
여성,12,162,60,22.9,정상,0,없음
여성,32,158,94,37.7,비만 3단계,5,저염식
남성,27,172,99,33.5,비만 2단계,4,채식
여성,17,169,61,21.4,정상,0,없음
남성,35,160,56,21.9,정상,0,없음
남성,40,171,82,28,비만 1단계,3,저염식
여성,20,176,72,23.2,비만 3단계,5,저염식
남성,24,168,69,24.4,비만 3단계,5,채식
여성,19,151,69,30.3,비만 2단계,4,저염식
여성,33,156,74,30.4,비만 2단계,4,단백질식
남성,15,152,72,31.2,비만 2단계,4,저염식
남성,14,183,48,14.3,저체중,0,없음
남성,12,185,44,12.9,저체중,0,없음
남성,12,182,90,27.2,비만 1단계,3,저염식
남성,11,155,43,17.9,저체중,0,없음
남성,19,167,99,35.5,비만 3단계,5,채식
여성,28,166,87,31.6,비만 2단계,4,단백질식
남성,16,180,76,23.5,비만 3단계,5,저염식
남성,11,153,94,40.2,비만 3단계,5,저염식
남성,11,168,88,31.2,비만 2단계,4,저염식
여성,39,156,92,37.8,비만 3단계,5,단백질식
남성,38,169,86,30.1,비만 2단계,4,채식
남성,28,181,59,18,저체중,0,없음
여성,30,171,70,23.9,비만 3단계,5,저염식
남성,29,162,75,28.6,비만 1단계,3,저염식
남성,22,154,50,21.1,정상,0,없음
여성,17,177,90,28.7,비만 1단계,3,저염식
남성,40,157,80,32.5,비만 2단계,4,저염식
남성,39,182,83,25.1,비만 1단계,3,저염식
남성,23,177,46,14.7,저체중,0,없음
남성,14,181,100,30.5,비만 2단계,4,저염식
남성,11,154,67,28.3,비만 1단계,3,저염식
남성,34,172,40,13.5,저체중,0,없음
남성,23,161,66,25.5,비만 1단계,3,단백질식
남성,28,167,72,25.8,비만 1단계,3,단백질식
남성,29,159,69,27.3,비만 1단계,3,단백질식
여성,22,183,81,24.2,비만 3단계,5,채식
남성,28,158,66,26.4,비만 1단계,3,저염식
남성,28,170,100,34.6,비만 2단계,4,채식
여성,20,166,65,23.6,비만 3단계,5,채식
여성,31,179,98,30.6,비만 2단계,4,단백질식
남성,34,163,95,35.8,비만 3단계,5,저염식
여성,16,154,96,40.5,비만 3단계,5,단백질식
남성,14,158,80,32,비만 2단계,4,저염식
남성,24,154,80,33.7,비만 2단계,4,단백질식
여성,17,173,81,27.1,비만 1단계,3,단백질식
남성,29,159,96,38,비만 3단계,5,채식
여성,37,163,72,27.1,비만 1단계,3,저염식
남성,36,165,62,22.8,정상,0,없음
남성,28,167,87,31.2,비만 2단계,4,저염식
남성,16,185,99,28.9,비만 1단계,3,단백질식
여성,23,167,53,19,정상,0,없음
남성,28,182,54,16.3,저체중,0,없음
여성,14,166,56,20.3,정상,0,없음
여성,29,163,95,35.8,비만 3단계,5,저염식
여성,24,169,73,25.6,비만 1단계,3,채식
남성,34,180,65,20.1,정상,0,없음
여성,31,157,69,28,비만 1단계,3,단백질식
남성,21,160,88,34.4,비만 2단계,4,채식
여성,10,177,47,15,저체중,0,없음
남성,24,164,100,37.2,비만 3단계,5,채식
여성,10,180,44,13.6,저체중,0,없음
남성,13,163,85,32,비만 2단계,4,저염식
여성,11,162,49,18.7,정상,0,없음
여성,28,174,78,25.8,비만 1단계,3,채식
남성,35,160,62,24.2,비만 3단계,5,단백질식
여성,26,157,91,36.9,비만 3단계,5,단백질식
남성,29,157,43,17.4,저체중,0,없음
여성,37,183,60,17.9,저체중,0,없음
여성,20,165,99,36.4,비만 3단계,5,채식
여성,10,160,51,19.9,정상,0,없음
여성,11,180,99,30.6,비만 2단계,4,채식
남성,34,169,57,20,정상,0,없음
여성,26,155,75,31.2,비만 2단계,4,채식
남성,33,177,98,31.3,비만 2단계,4,단백질식
남성,28,180,82,25.3,비만 1단계,3,단백질식
남성,31,181,80,24.4,비만 3단계,5,단백질식
남성,29,161,88,33.9,비만 2단계,4,저염식
남성,23,185,72,21,정상,0,없음
남성,15,170,46,15.9,저체중,0,없음
남성,23,179,78,24.3,비만 3단계,5,저염식
남성,37,152,47,20.3,정상,0,없음
여성,32,160,78,30.5,비만 2단계,4,저염식
남성,26,164,97,36.1,비만 3단계,5,단백질식
여성,13,156,77,31.6,비만 2단계,4,채식
여성,34,179,88,27.5,비만 1단계,3,단백질식
남성,19,158,82,32.8,비만 2단계,4,저염식
여성,17,166,74,26.9,비만 1단계,3,채식
여성,37,162,87,33.2,비만 2단계,4,단백질식
여성,33,181,68,20.8,정상,0,없음
남성,16,157,70,28.4,비만 1단계,3,저염식
남성,19,179,41,12.8,저체중,0,없음
남성,12,153,99,42.3,비만 3단계,5,저염식
남성,36,183,72,21.5,정상,0,없음
남성,25,164,58,21.6,정상,0,없음
여성,15,150,62,27.6,비만 1단계,3,저염식
여성,24,158,90,36.1,비만 3단계,5,채식
남성,19,179,83,25.9,비만 1단계,3,채식
여성,37,167,74,26.5,비만 1단계,3,저염식
남성,37,153,68,29,비만 1단계,3,단백질식
남성,23,153,76,32.5,비만 2단계,4,채식
남성,31,185,85,24.8,비만 3단계,5,저염식
남성,17,176,77,24.9,비만 3단계,5,저염식
여성,19,184,51,15.1,저체중,0,없음
여성,33,153,79,33.7,비만 2단계,4,단백질식
남성,10,185,61,17.8,저체중,0,없음
남성,28,174,92,30.4,비만 2단계,4,저염식
여성,26,161,51,19.7,정상,0,없음
남성,29,175,41,13.4,저체중,0,없음
남성,14,153,42,17.9,저체중,0,없음
여성,17,158,100,40.1,비만 3단계,5,단백질식
남성,24,156,62,25.5,비만 1단계,3,단백질식
여성,19,182,58,17.5,저체중,0,없음
남성,39,162,86,32.8,비만 2단계,4,채식
여성,39,152,40,17.3,저체중,0,없음
남성,18,164,100,37.2,비만 3단계,5,채식
남성,35,162,64,24.4,비만 3단계,5,채식
남성,18,171,46,15.7,저체중,0,없음
여성,24,172,49,16.6,저체중,0,없음
여성,31,183,43,12.8,저체중,0,없음
여성,39,179,96,30,비만 2단계,4,채식
남성,28,170,51,17.6,저체중,0,없음
여성,17,173,65,21.7,정상,0,없음
여성,17,164,59,21.9,정상,0,없음
여성,25,183,91,27.2,비만 1단계,3,저염식
여성,20,184,59,17.4,저체중,0,없음
여성,26,174,44,14.5,저체중,0,없음
남성,27,153,86,36.7,비만 3단계,5,채식
남성,40,181,84,25.6,비만 1단계,3,단백질식
여성,25,178,79,24.9,비만 3단계,5,단백질식
남성,37,175,98,32,비만 2단계,4,단백질식
남성,35,179,49,15.3,저체중,0,없음
여성,19,167,43,15.4,저체중,0,없음
남성,32,173,59,19.7,정상,0,없음
여성,32,171,99,33.9,비만 2단계,4,단백질식
여성,35,157,98,39.8,비만 3단계,5,저염식
여성,36,154,91,38.4,비만 3단계,5,저염식
여성,33,160,65,25.4,비만 1단계,3,단백질식
여성,17,181,80,24.4,비만 3단계,5,채식
남성,31,154,70,29.5,비만 1단계,3,단백질식
여성,31,151,87,38.2,비만 3단계,5,단백질식
여성,33,180,82,25.3,비만 1단계,3,저염식
여성,29,179,76,23.7,비만 3단계,5,단백질식
남성,14,172,88,29.7,비만 1단계,3,단백질식
남성,35,154,60,25.3,비만 1단계,3,단백질식
남성,28,162,44,16.8,저체중,0,없음
남성,29,161,90,34.7,비만 2단계,4,채식
여성,19,155,50,20.8,정상,0,없음
여성,11,172,97,32.8,비만 2단계,4,저염식
남성,36,152,77,33.3,비만 2단계,4,단백질식
남성,29,152,67,29,비만 1단계,3,단백질식
남성,39,174,84,27.7,비만 1단계,3,저염식
여성,14,176,85,27.4,비만 1단계,3,채식
여성,34,164,57,21.2,정상,0,없음
여성,15,181,41,12.5,저체중,0,없음
남성,37,168,47,16.7,저체중,0,없음
남성,36,170,98,33.9,비만 2단계,4,단백질식
남성,38,159,74,29.3,비만 1단계,3,채식
남성,34,177,94,30,비만 2단계,4,채식
여성,39,156,49,20.1,정상,0,없음
여성,29,169,76,26.6,비만 1단계,3,채식
남성,40,153,55,23.5,비만 3단계,5,채식
남성,16,174,99,32.7,비만 2단계,4,저염식
여성,10,170,79,27.3,비만 1단계,3,채식
남성,21,163,79,29.7,비만 1단계,3,저염식
남성,25,161,95,36.6,비만 3단계,5,저염식
남성,31,160,42,16.4,저체중,0,없음
남성,19,181,40,12.2,저체중,0,없음
여성,38,159,82,32.4,비만 2단계,4,저염식
여성,35,177,94,30,비만 2단계,4,단백질식
남성,14,185,62,18.1,저체중,0,없음
여성,24,166,52,18.9,정상,0,없음
남성,35,184,52,15.4,저체중,0,없음
남성,30,159,89,35.2,비만 3단계,5,저염식
여성,39,184,91,26.9,비만 1단계,3,저염식
여성,32,182,86,26,비만 1단계,3,단백질식
남성,35,176,98,31.6,비만 2단계,4,단백질식
남성,34,176,58,18.7,정상,0,없음
남성,35,162,61,23.2,비만 3단계,5,단백질식
여성,37,182,71,21.4,정상,0,없음
남성,32,166,96,34.8,비만 2단계,4,채식
남성,28,172,99,33.5,비만 2단계,4,채식
남성,29,167,90,32.3,비만 2단계,4,채식
여성,14,155,50,20.8,정상,0,없음
남성,24,154,53,22.3,정상,0,없음
여성,29,153,73,31.2,비만 2단계,4,채식
여성,35,167,47,16.9,저체중,0,없음
남성,33,159,49,19.4,정상,0,없음
남성,38,163,42,15.8,저체중,0,없음
남성,12,171,59,20.2,정상,0,없음
남성,24,181,100,30.5,비만 2단계,4,채식
여성,39,178,95,30,비만 2단계,4,채식
남성,38,157,93,37.7,비만 3단계,5,저염식
여성,29,164,53,19.7,정상,0,없음
여성,33,151,80,35.1,비만 3단계,5,저염식
남성,27,167,71,25.5,비만 1단계,3,저염식
여성,22,151,41,18,저체중,0,없음
남성,39,175,57,18.6,정상,0,없음
여성,18,181,81,24.7,비만 3단계,5,단백질식
남성,31,172,44,14.9,저체중,0,없음
여성,22,163,44,16.6,저체중,0,없음
여성,37,161,69,26.6,비만 1단계,3,단백질식
여성,11,172,91,30.8,비만 2단계,4,단백질식
여성,32,179,86,26.8,비만 1단계,3,저염식
남성,18,167,62,22.2,정상,0,없음
남성,18,181,54,16.5,저체중,0,없음
남성,18,160,56,21.9,정상,0,없음
남성,11,185,92,26.9,비만 1단계,3,저염식
남성,25,151,42,18.4,저체중,0,없음
여성,16,183,80,23.9,비만 3단계,5,단백질식
여성,16,182,45,13.6,저체중,0,없음
남성,39,184,54,15.9,저체중,0,없음
여성,39,174,60,19.8,정상,0,없음
여성,30,165,80,29.4,비만 1단계,3,채식
여성,22,157,50,20.3,정상,0,없음
여성,34,175,42,13.7,저체중,0,없음
여성,23,182,91,27.5,비만 1단계,3,저염식
여성,29,174,84,27.7,비만 1단계,3,저염식
여성,27,150,53,23.6,비만 3단계,5,채식
남성,18,184,43,12.7,저체중,0,없음
여성,10,179,70,21.8,정상,0,없음
여성,27,152,60,26,비만 1단계,3,채식
남성,32,178,62,19.6,정상,0,없음
남성,16,159,82,32.4,비만 2단계,4,채식
여성,36,165,78,28.7,비만 1단계,3,단백질식
남성,30,170,87,30.1,비만 2단계,4,채식
여성,40,157,44,17.9,저체중,0,없음
여성,29,160,40,15.6,저체중,0,없음
남성,32,161,85,32.8,비만 2단계,4,저염식
남성,15,180,89,27.5,비만 1단계,3,저염식
여성,32,174,73,24.1,비만 3단계,5,저염식
여성,14,153,99,42.3,비만 3단계,5,저염식
남성,18,183,45,13.4,저체중,0,없음
여성,16,150,91,40.4,비만 3단계,5,단백질식
남성,33,185,76,22.2,정상,0,없음
남성,40,162,43,16.4,저체중,0,없음
남성,14,162,72,27.4,비만 1단계,3,단백질식
남성,17,163,62,23.3,비만 3단계,5,채식
여성,17,157,68,27.6,비만 1단계,3,저염식
남성,21,157,42,17,저체중,0,없음
여성,29,175,50,16.3,저체중,0,없음
여성,17,167,85,30.5,비만 2단계,4,단백질식
남성,23,153,67,28.6,비만 1단계,3,채식
여성,14,166,59,21.4,정상,0,없음
여성,14,179,70,21.8,정상,0,없음
남성,35,167,80,28.7,비만 1단계,3,저염식
남성,33,157,87,35.3,비만 3단계,5,단백질식
남성,37,178,66,20.8,정상,0,없음
여성,30,160,94,36.7,비만 3단계,5,채식
남성,12,173,55,18.4,저체중,0,없음
남성,31,157,58,23.5,비만 3단계,5,단백질식
여성,22,154,87,36.7,비만 3단계,5,단백질식
남성,34,157,93,37.7,비만 3단계,5,단백질식
남성,23,167,60,21.5,정상,0,없음
여성,14,157,50,20.3,정상,0,없음
남성,12,162,82,31.2,비만 2단계,4,채식
남성,17,171,94,32.1,비만 2단계,4,저염식
남성,24,171,51,17.4,저체중,0,없음
여성,29,155,63,26.2,비만 1단계,3,채식
여성,40,166,80,29,비만 1단계,3,채식
남성,17,185,55,16.1,저체중,0,없음
남성,28,151,64,28.1,비만 1단계,3,채식
남성,33,177,89,28.4,비만 1단계,3,채식
남성,28,155,77,32,비만 2단계,4,채식
여성,38,155,71,29.6,비만 1단계,3,단백질식
여성,39,152,93,40.3,비만 3단계,5,저염식
남성,35,172,97,32.8,비만 2단계,4,단백질식
여성,34,164,67,24.9,비만 3단계,5,단백질식
여성,17,158,80,32,비만 2단계,4,단백질식
남성,21,171,89,30.4,비만 2단계,4,채식
남성,40,168,61,21.6,정상,0,없음
여성,32,164,75,27.9,비만 1단계,3,단백질식
남성,39,153,77,32.9,비만 2단계,4,저염식
여성,16,185,99,28.9,비만 1단계,3,저염식
여성,22,169,61,21.4,정상,0,없음
남성,29,159,60,23.7,비만 3단계,5,저염식
남성,31,181,90,27.5,비만 1단계,3,단백질식
여성,40,178,52,16.4,저체중,0,없음
여성,17,159,54,21.4,정상,0,없음
여성,12,185,61,17.8,저체중,0,없음
여성,18,182,69,20.8,정상,0,없음
여성,27,166,78,28.3,비만 1단계,3,저염식
여성,22,185,55,16.1,저체중,0,없음
여성,30,165,53,19.5,정상,0,없음
여성,40,150,75,33.3,비만 2단계,4,저염식
남성,32,180,80,24.7,비만 3단계,5,채식
남성,11,157,71,28.8,비만 1단계,3,채식
남성,23,156,85,34.9,비만 2단계,4,채식
남성,30,172,91,30.8,비만 2단계,4,단백질식
여성,11,180,69,21.3,정상,0,없음
여성,25,177,53,16.9,저체중,0,없음
여성,32,163,90,33.9,비만 2단계,4,채식
남성,40,154,99,41.7,비만 3단계,5,단백질식
남성,28,180,60,18.5,정상,0,없음
남성,12,158,68,27.2,비만 1단계,3,단백질식
남성,10,162,90,34.3,비만 2단계,4,채식
여성,12,170,51,17.6,저체중,0,없음
남성,19,168,91,32.2,비만 2단계,4,저염식
여성,25,160,65,25.4,비만 1단계,3,채식
여성,18,165,42,15.4,저체중,0,없음
남성,16,169,61,21.4,정상,0,없음
남성,39,183,65,19.4,정상,0,없음
남성,31,155,84,35,비만 3단계,5,단백질식
여성,10,156,67,27.5,비만 1단계,3,저염식
여성,27,158,62,24.8,비만 3단계,5,저염식
여성,12,166,56,20.3,정상,0,없음
여성,27,179,63,19.7,정상,0,없음
남성,17,173,53,17.7,저체중,0,없음
남성,21,151,78,34.2,비만 2단계,4,채식
여성,25,183,48,14.3,저체중,0,없음
남성,37,159,91,36,비만 3단계,5,채식
여성,20,154,56,23.6,비만 3단계,5,채식
여성,26,176,45,14.5,저체중,0,없음
여성,14,183,40,11.9,저체중,0,없음
여성,18,172,73,24.7,비만 3단계,5,채식
남성,16,183,59,17.6,저체중,0,없음
남성,24,165,88,32.3,비만 2단계,4,단백질식
여성,36,163,64,24.1,비만 3단계,5,저염식
남성,25,151,88,38.6,비만 3단계,5,단백질식
여성,22,168,48,17,저체중,0,없음
여성,40,169,52,18.2,저체중,0,없음
남성,28,168,76,26.9,비만 1단계,3,단백질식
남성,15,180,43,13.3,저체중,0,없음
여성,27,162,44,16.8,저체중,0,없음
여성,19,185,56,16.4,저체중,0,없음
남성,27,182,58,17.5,저체중,0,없음
남성,31,153,65,27.8,비만 1단계,3,저염식
여성,18,152,50,21.6,정상,0,없음
여성,32,173,47,15.7,저체중,0,없음
여성,36,174,85,28.1,비만 1단계,3,채식
남성,25,174,47,15.5,저체중,0,없음
여성,39,162,41,15.6,저체중,0,없음
여성,36,180,56,17.3,저체중,0,없음
남성,26,162,100,38.1,비만 3단계,5,저염식
여성,23,179,79,24.7,비만 3단계,5,단백질식
남성,33,183,64,19.1,정상,0,없음
여성,33,166,45,16.3,저체중,0,없음
남성,18,154,90,37.9,비만 3단계,5,단백질식
남성,11,179,48,15,저체중,0,없음
여성,11,168,65,23,비만 3단계,5,저염식
여성,23,174,92,30.4,비만 2단계,4,채식
남성,26,176,88,28.4,비만 1단계,3,단백질식
여성,26,151,88,38.6,비만 3단계,5,단백질식
여성,32,162,62,23.6,비만 3단계,5,단백질식
여성,29,161,78,30.1,비만 2단계,4,저염식
여성,36,177,68,21.7,정상,0,없음
여성,14,169,56,19.6,정상,0,없음
여성,27,165,58,21.3,정상,0,없음
남성,14,153,46,19.7,정상,0,없음
여성,34,156,66,27.1,비만 1단계,3,단백질식
여성,31,159,84,33.2,비만 2단계,4,채식
남성,33,178,97,30.6,비만 2단계,4,단백질식
여성,19,180,87,26.9,비만 1단계,3,단백질식
여성,18,164,75,27.9,비만 1단계,3,저염식
남성,15,166,64,23.2,비만 3단계,5,단백질식
여성,14,151,55,24.1,비만 3단계,5,단백질식
남성,25,161,44,17,저체중,0,없음
여성,40,160,49,19.1,정상,0,없음
남성,11,170,45,15.6,저체중,0,없음
여성,36,153,66,28.2,비만 1단계,3,단백질식
남성,12,179,89,27.8,비만 1단계,3,단백질식
여성,32,172,58,19.6,정상,0,없음
여성,40,183,71,21.2,정상,0,없음
여성,11,168,93,33,비만 2단계,4,채식
여성,15,167,48,17.2,저체중,0,없음
여성,40,166,87,31.6,비만 2단계,4,저염식
여성,16,152,78,33.8,비만 2단계,4,단백질식
남성,10,166,61,22.1,정상,0,없음
남성,33,168,79,28,비만 1단계,3,저염식
여성,25,184,86,25.4,비만 1단계,3,채식
여성,40,161,92,35.5,비만 3단계,5,채식
여성,31,155,59,24.6,비만 3단계,5,채식
남성,11,172,99,33.5,비만 2단계,4,저염식
남성,21,161,51,19.7,정상,0,없음
여성,40,178,82,25.9,비만 1단계,3,채식
남성,14,171,67,22.9,정상,0,없음
남성,22,167,87,31.2,비만 2단계,4,저염식
남성,23,166,75,27.2,비만 1단계,3,채식
여성,30,173,45,15,저체중,0,없음
남성,35,162,62,23.6,비만 3단계,5,채식
남성,36,162,92,35.1,비만 3단계,5,저염식
여성,17,153,50,21.4,정상,0,없음
남성,18,150,83,36.9,비만 3단계,5,단백질식
남성,13,169,74,25.9,비만 1단계,3,채식
남성,16,162,57,21.7,정상,0,없음
여성,14,168,89,31.5,비만 2단계,4,채식
여성,23,172,91,30.8,비만 2단계,4,채식
남성,25,173,70,23.4,비만 3단계,5,채식
남성,13,159,57,22.5,정상,0,없음
여성,37,152,71,30.7,비만 2단계,4,채식
여성,33,153,45,19.2,정상,0,없음
남성,22,158,51,20.4,정상,0,없음
여성,23,185,81,23.7,비만 3단계,5,단백질식
